NAMESPACE              NAME                                                              READY   STATUS      RESTARTS   AGE     IP               NODE    NOMINATED NODE   READINESS GATES
rook-ceph              rook-ceph-mon-c-d4fd6bcfc-m2j7w                                   1/1     Running     1          38h     10.244.104.5     node2   <none>           <none>
rook-ceph              rook-ceph-operator-6d9ff558f-5jcvg                                1/1     Running     0          38h     10.244.104.2     node2   <none>           <none>
rook-ceph              rook-ceph-osd-0-568d69c474-gs775                                  1/1     Running     0          38h     10.244.166.137   node1   <none>           <none>
rook-ceph              rook-ceph-osd-1-574f877b9b-7pvfc                                  1/1     Running     1          38h     10.244.135.8     node3   <none>           <none>
rook-ceph              rook-ceph-osd-2-766766b94c-zd9tg                                  1/1     Running     1          38h     10.244.104.9     node2   <none>           <none>
rook-ceph              rook-ceph-osd-prepare-node1-jgp47                                 0/1     Completed   0          8h      10.244.166.177   node1   <none>           <none>
rook-ceph              rook-ceph-osd-prepare-node2-ltx7x                                 0/1     Completed   0          8h      10.244.104.36    node2   <none>           <none>
rook-ceph              rook-ceph-osd-prepare-node3-r7c7x                                 0/1     Completed   0          8h      10.244.135.61    node3   <none>           <none>
rook-ceph              rook-ceph-rgw-object-store-a-58bc7c9bb8-zvdtm                     1/1     Running     0          38h     10.244.135.12    node3   <none>           <none>
rook-ceph              rook-ceph-tools-5577fb96fd-zb9ds                                  1/1     Running     0          38h     10.244.104.8     node2   <none>           <none>
